order_id,item_id
204,640405395
205,640405296
206,640405112
206,640405315
206,640405172
207,640405339
208,640405112
208,640405307
208,640405172
209,640405058
210,640405296
211,640405380
211,640404963
211,640405172
212,640405296
212,640405395
212,640405389
212,640405355
213,640405399
214,640405025
215,640405112
215,640405025
215,640405355
215,640405085
216,640405395
216,640405315
216,640405380
217,640405315
218,640405307
218,640405380
218,640405355
219,640404963
220,640405296
220,640405355
220,640405380
221,640405025
221,640404963
221,640404923
222,640405323
222,640405331
222,640405380
223,640405380
224,640405058
224,640405307
224,640405380
225,640405025
225,640405331
225,640405395
225,640405348
226,640405307
226,640405331
226,640405380
227,640405025
228,640405315
229,640405025
230,640405307
231,640405025
231,640405348
232,640405339
232,640405380
232,640405371
233,640405058
233,640405348
234,640405339
234,640405331
235,640405315
235,640405371
235,640405331
236,640405371
236,640405172
236,640405085
236,640405399
237,640405172
237,640405348
238,640405347
238,640405389
239,640405025
239,640405395
239,640405347
239,640405355
240,640405315
240,640405380
241,640405058
241,640405395
242,640405339
242,640405371
242,640405348
243,640405331
243,640404963
244,640405371
245,640405331
246,640405380
246,640405355
246,640405172
247,640405307
248,640405112
248,640405380
249,640405331
249,640405395
249,640405323
249,640405347
250,640405315
250,640405355
251,640405025
251,640404963
251,640405395
251,640405307
252,640405355
253,640405395
253,640404963
253,640405380
254,640405339
254,640405315
254,640405380
254,640404963
255,640405371
255,640405389
255,640405399
256,640405323
256,640405331
256,640405399
257,640405085
258,640405296
258,640405331
259,640405348
260,640405296
260,640405355
260,640405172
261,640405307
262,640405339
262,640405307
263,640405348
264,640405331
264,640405323
264,640405371
265,640405323
265,640405172
266,640405395
267,640405058
267,640405395
267,640405085
267,640405389
268,640405058
268,640404963
269,640405380
269,640405323
269,640405172
269,640405389
270,640405389
271,640405355
271,640405348
272,640405307
273,640405315
273,640405371
274,640405395
275,640405395
275,640405371
276,640405307
276,640405347
277,640405347
278,640404963
278,640405399
279,640405307
280,640405112
280,640405355
280,640405348
281,640405025
282,640405331
282,640405389
282,640405371
283,640405025
283,640405339
283,640405395
283,640405315
284,640405395
284,640405172
285,640405315
285,640405355
286,640405347
287,640405307
287,640405355
288,640405315
288,640405395
288,640405399
289,640405307
289,640405355
289,640405389
290,640405296
290,640405371
290,640405380
290,640405348
291,640405315
292,640405315
293,640405331
294,640405331
294,640405371
294,640405355
295,640405315
296,640405395
296,640405371
297,640405315
297,640405355
298,640404963
299,640405347
300,640405331
300,640405085
301,640405296
302,640405315
302,640405331
302,640405371
303,640405307
303,640405331
303,640405399
304,640405307
304,640405355
304,640405395
305,640405112
306,640405025
307,640405307
308,640405331
309,640405348
310,640405380
311,640405399
312,640405355
313,640405296
313,640404963
313,640405389
314,640405315
315,640405058
315,640405380
316,640405025
316,640405331
316,640405348
316,640405085
317,640405355
317,640405371
318,640404963
318,640405172
318,640405371
318,640405399
319,640405331
320,640405380
320,640405315
320,640405348
321,640405323
322,640405395
322,640405085
322,640405399
323,640405323
323,640405339
323,640405395
324,640405339
324,640405331
324,640405380
324,640405371
325,640405085
326,640405058
326,640405331
326,640405085
327,640405315
327,640405307
327,640405355
328,640405112
328,640405371
328,640405389
328,640405399
329,640405331
329,640405399
330,640404963
330,640405347
331,640405025
331,640405172
332,640405307
332,640405348
332,640405347
332,640405399
333,640404963
334,640405307
334,640405355
335,640405355
336,640405172
336,640405399
337,640405296
337,640405331
338,640405296
338,640405307
338,640405389
339,640405025
340,640405355
341,640405172
341,640405348
342,640405331
342,640405380
343,640405025
343,640405315
344,640405112
344,640405296
344,640405307
345,640404963
346,640405025
346,640405355
346,640405389
347,640405339
347,640405348
348,640405371
348,640405348
348,640405347
349,640405355
349,640405380
350,640405339
351,640405025
351,640405058
351,640405348
351,640405380
352,640405296
352,640404963
352,640405112
353,640405315
353,640405395
353,640405399
354,640405355
354,640405389
354,640405371
355,640405058
355,640405331
356,640405112
357,640405323
357,640405315
357,640405380
357,640405355
358,640404923
359,640405315
359,640405307
359,640405331
360,640405307
360,640405315
361,640405331
362,640405331
363,640405348
363,640405315
363,640405380
364,640405025
364,640405331
364,640405380
364,640405389
365,640405331
365,640405339
366,640405323
366,640405172
366,640405371
367,640405307
367,640405058
367,640405355
368,640405315
369,640405296
369,640405315
369,640405389
370,640405296
370,640405025
370,640405172
371,640405315
371,640405371
371,640405389
372,640405315
372,640404963
373,640405380
373,640405315
373,640405307
373,640405348
374,640405058
374,640405323
374,640405339
375,640405355
376,640405315
376,640405395
376,640405085
377,640405296
378,640405315
379,640405058
380,640404923
381,640405323
382,640405112
382,640405025
382,640405058
383,640404963
383,640405395
383,640405399
384,640405296
384,640405395
385,640405296
385,640405058
385,640405339
385,640405380
386,640405371
387,640405331
387,640405380
387,640405371
388,640405112
388,640405355
388,640405172
388,640404963
389,640405323
389,640405339
389,640405331
390,640405112
390,640405315
391,640405112
391,640405399
392,640404923
392,640405380
393,640405331
394,640405307
394,640405380
395,640405315
395,640405389
395,640405355
396,640405025
396,640405315
396,640405399
397,640405315
397,640405395
397,640405389
397,640405399
398,640405112
398,640405347
398,640405399
399,640405399
400,640405296
401,640405355
401,640405380
402,640404923
402,640405339
402,640405315
402,640405085
403,640405331
403,640405307
403,640405389
404,640405339
404,640405395
405,640405025
405,640405331
405,640405380
406,640405112
406,640405339
406,640404963
407,640405380
407,640405331
407,640405172
407,640405085
408,640405058
408,640405307
408,640405355
409,640405395
409,640404923
410,640404963
411,640405395
411,640405389
411,640405399
412,640405380
412,640405355
412,640405348
413,640405307
413,640405315
413,640405371
414,640405112
414,640405331
414,640405315
414,640405380
415,640405296
415,640405355
415,640405380
415,640405389
416,640405296
416,640405331
416,640405371
416,640405380
417,640405315
418,640405331
418,640405355
419,640405331
419,640405323
420,640404963
420,640405395
421,640405112
421,640405025
421,640405347
422,640405307
423,640404963
424,640405112
424,640405355
424,640405380
425,640405112
426,640405058
426,640405355
427,640405307
427,640405331
428,640405331
428,640405315
428,640405380
429,640405112
429,640405380
429,640405399
430,640405307
430,640405395
431,640404963
432,640405380
433,640405331
433,640405307
433,640405172
434,640405112
435,640405380
436,640405339
437,640405112
437,640405355
437,640405380
438,640405355
438,640405380
439,640405395
440,640405348
440,640405172
441,640405371
442,640405307
442,640405348
442,640405347
443,640405339
443,640405315
443,640405331
444,640405355
444,640404963
445,640405347
445,640405380
446,640405112
446,640404963
447,640405331
447,640405355
448,640405296
448,640405058
448,640405348
448,640405399
449,640405331
449,640405339
450,640405307
450,640405339
450,640405315
450,640405355
451,640405371
451,640405085
452,640405380
453,640405331
453,640405315
453,640405395
454,640405323
454,640405371
454,640404923
455,640405331
455,640404963
455,640405371
455,640405355
456,640405380
457,640405323
457,640405395
458,640405399
458,640405371
458,640404963
459,640405058
459,640405307
460,640405355
460,640405380
461,640405331
461,640405399
462,640405307
462,640405331
462,640405323
462,640405380
463,640405355
464,640405389
465,640405315
465,640405355
465,640405380
465,640405371
466,640404963
466,640405172
467,640405296
467,640405025
467,640405355
467,640404963
468,640405323
468,640405355
468,640405058
468,640405315
469,640405112
469,640405315
469,640405380
470,640405307
470,640405355
470,640405380
470,640405371
471,640405323
471,640405395
471,640405380
472,640405296
472,640405307
472,640405380
473,640405347
473,640405172
473,640404923
474,640405112
474,640405315
475,640405395
475,640405389
475,640405355
476,640405112
477,640405296
477,640405371
477,640405380
477,640405399
478,640405112
478,640405315
478,640405399
479,640405331
479,640405371
479,640405315
480,640405025
480,640405355
480,640405380
480,640405389
481,640405389
482,640405371
482,640405389
482,640405355
483,640405112
483,640405315
483,640405395
483,640405389
484,640405395
484,640405307
484,640405380
485,640405307
485,640405315
485,640405355
486,640405112
486,640405395
487,640405112
488,640405323
488,640405347
488,640405389
488,640405315
489,640405331
489,640405399
490,640405307
491,640405058
491,640405389
491,640405399
492,640405058
492,640405172
492,640405389
492,640405399
493,640405331
493,640405355
493,640405339
494,640405331
494,640405371
495,640405315
495,640405339
496,640405339
496,640405380
497,640405112
498,640405058
498,640404963
498,640404923
499,640405296
499,640405172
500,640405112
500,640405355
500,640405395
501,640405307
501,640405315
501,640405395
502,640405112
502,640405315
503,640405331
503,640404963
503,640405389
504,640405025
504,640405399
505,640405296
505,640405348
506,640405380
507,640405331
507,640405395
507,640404963
508,640405355
508,640405339
508,640405347
508,640404963
509,640405389
510,640405395
511,640405315
511,640405339
511,640405331
511,640405371
512,640405058
512,640405339
513,640405025
513,640405058
514,640405025
514,640405389
515,640405112
516,640405380
516,640405339
516,640405315
516,640405172
517,640405395
517,640405399
518,640405331
518,640405355
518,640405399
519,640405058
519,640405331
519,640405380
519,640405399
520,640405172
520,640405323
520,640405380
521,640405339
521,640405315
522,640405025
522,640405339
523,640405307
523,640405058
523,640405339
524,640405348
525,640405331
525,640405339
526,640405315
526,640404923
526,640405371
527,640405058
527,640405331
528,640405339
528,640405399
529,640405315
529,640405347
530,640404923
530,640405399
531,640405348
531,640405331
531,640405395
531,640405371
532,640405025
532,640405323
532,640405172
533,640405058
534,640405371
534,640405348
534,640404923
535,640405172
536,640405380
537,640405371
537,640405380
538,640405331
539,640405112
540,640405025
540,640405331
540,640405355
540,640405307
541,640405323
541,640404963
541,640405172
541,640405399
542,640405355
542,640405348
543,640405331
543,640405355
543,640405380
543,640405371
544,640405112
545,640405315
545,640405323
545,640405380
546,640405395
547,640405331
547,640405339
547,640405172
548,640404963
548,640405380
548,640405371
549,640405025
549,640405307
550,640404963
550,640405389
551,640405307
551,640405058
551,640405323
551,640404963
552,640405296
552,640405323
552,640405355
552,640405371
553,640405058
553,640405395
553,640405380
554,640405395
554,640405355
555,640405315
556,640405307
556,640405331
557,640405315
557,640405307
557,640404923
558,640405112
558,640405296
558,640405395
559,640405307
559,640405380
560,640405331
561,640405058
561,640405307
562,640405380
563,640405380
563,640405307
563,640405348
564,640405307
564,640404963
564,640405395
565,640405348
565,640405085
566,640405348
566,640405380
567,640405025
567,640405380
568,640405112
568,640405380
568,640405348
569,640405058
570,640405296
570,640404963
570,640405112
570,640405371
571,640405355
571,640405348
571,640405347
572,640405025
572,640405339
572,640405380
572,640405399
573,640405348
574,640405296
574,640405315
575,640404923
575,640405307
575,640405085
576,640405399
577,640405172
577,640405315
577,640405395
578,640405112
578,640405172
579,640405331
579,640405355
580,640405307
580,640405315
580,640404923
580,640405025
581,640405307
581,640405395
581,640405355
582,640405355
583,640405112
583,640405058
583,640405172
583,640405389
584,640405296
585,640405355
586,640405395
586,640405307
586,640405380
586,640405355
587,640405058
587,640405315
587,640405355
587,640405085
588,640405331
588,640405371
588,640405399
589,640405339
589,640405347
589,640405389
590,640405296
590,640405315
590,640405371
590,640405355
591,640405058
591,640405323
591,640405395
592,640405339
593,640405323
593,640405355
593,640405380
594,640405389
594,640405399
595,640405355
595,640405172
595,640405389
596,640405296
596,640405323
597,640404963
597,640405172
598,640405380
599,640405331
599,640405395
599,640404923
600,640405315
600,640405355
600,640405380
601,640405112
601,640405307
601,640405389
602,640405339
602,640405307
602,640405380
603,640405307
603,640405331
603,640404923
603,640405085
604,640405112
604,640405395
604,640405307
604,640405380
605,640405380
606,640405380
606,640405172
607,640405315
607,640405371
608,640405025
608,640405339
608,640405389
608,640405355
609,640405307
610,640405380
611,640404963
611,640405085
612,640405025
612,640405380
613,640405347
613,640405395
613,640405399
614,640405025
615,640405331
615,640405172
615,640404923
616,640405296
617,640405348
617,640404963
617,640405380
618,640405331
618,640404963
618,640405172
619,640405085
620,640405331
620,640405355
621,640405331
622,640405315
623,640405025
623,640405331
623,640405395
623,640405389
624,640405348
624,640405399
625,640405355
625,640405389
626,640404923
626,640405307
626,640405347
626,640405085
627,640405371
627,640405172
628,640405296
628,640405315
628,640405395
629,640405395
629,640405380
629,640404923
629,640405399
630,640405399
631,640405347
632,640405315
632,640405331
632,640405339
633,640405058
633,640405172
633,640405085
634,640405315
634,640405307
634,640405395
635,640405395
635,640405348
636,640405307
636,640404963
637,640405112
637,640405323
637,640404963
637,640405380
638,640405395
638,640405315
638,640405380
638,640404923
639,640405307
639,640405339
639,640405380
640,640405331
640,640405355
640,640405380
640,640405323
641,640405355
642,640405058
642,640404963
642,640405380
643,640405058
644,640405025
644,640404963
644,640405172
644,640405399
645,640405323
646,640405025
646,640405355
646,640405172
646,640405389
647,640405296
647,640405395
647,640405339
647,640405348
648,640405380
648,640405347
648,640405172
649,640405085
650,640405172
650,640405331
650,640405380
651,640405355
651,640405380
652,640405025
652,640405315
653,640405112
653,640405355
654,640405025
654,640405323
655,640405085
656,640404923
656,640405395
656,640405355
657,640405331
658,640405296
658,640404923
658,640405380
659,640405112
659,640405380
659,640405347
659,640405172
660,640404923
661,640405112
661,640405331
661,640404963
661,640404923
662,640405331
662,640405389
663,640404963
663,640405371
663,640405172
663,640405399
664,640405315
664,640405395
664,640405380
664,640405085
665,640405339
665,640405172
666,640405339
666,640405395
666,640405331
667,640405355
668,640405355
669,640405331
669,640405323
669,640405355
670,640405025
670,640405339
671,640405347
672,640405371
673,640405331
674,640405025
674,640405331
674,640405395
675,640405112
675,640405331
675,640405339
675,640404923
676,640405395
677,640405172
678,640405112
679,640405112
679,640405339
680,640405296
680,640405085
681,640405380
681,640405395
681,640405348
681,640404923
682,640405112
682,640405331
682,640405355
683,640405347
684,640405395
684,640405380
684,640405355
684,640405371
685,640405355
686,640405355
687,640405058
688,640405323
689,640405348
689,640405315
689,640405380
689,640405085
690,640404963
691,640405395
691,640405331
691,640405380
691,640405389
692,640405307
692,640405323
692,640405355
693,640405355
694,640405307
694,640405339
694,640405395
695,640405112
695,640405323
695,640405315
696,640405339
697,640405112
697,640405307
697,640405371
698,640405296
698,640404963
698,640405172
698,640405355
699,640405112
699,640405331
699,640405380
699,640405355
700,640405296
700,640405331
701,640405348
701,640405315
701,640405380
701,640405399
702,640405112
702,640405380
702,640405172
703,640405399
704,640405058
705,640405395
705,640405380
706,640405399
707,640405315
707,640405380
708,640405112
708,640405347
709,640405296
709,640405323
709,640405395
709,640405347
710,640405025
710,640405307
710,640405399
711,640405315
712,640405315
712,640405331
712,640405380
713,640405307
713,640405371
714,640405058
714,640405371
714,640405347
715,640405380
715,640405399
716,640405331
717,640405348
718,640405112
718,640405395
718,640405348
718,640404963
719,640405307
719,640405323
719,640404923
720,640405395
721,640404963
721,640405389
722,640405339
722,640405307
722,640405315
723,640405172
724,640405355
724,640405380
725,640405112
725,640405307
725,640405355
725,640404963
726,640405112
726,640405025
726,640405172
726,640405399
727,640405058
727,640405380
728,640404923
728,640405172
729,640405395
730,640405331
730,640405315
731,640405307
731,640405380
732,640405347
733,640405307
733,640405331
734,640404963
734,640405371
735,640405112
736,640405307
736,640405355
737,640405315
737,640404923
737,640405348
737,640405355
738,640405025
739,640405380
739,640405339
739,640405395
740,640405355
740,640405380
740,640405389
741,640405307
741,640405331
741,640405315
742,640405389
743,640405296
743,640405371
743,640405355
744,640405323
744,640405355
745,640405323
745,640404963
745,640405348
746,640405389
747,640405348
748,640405315
748,640405380
749,640405323
750,640405296
750,640405025
750,640405339
751,640405025
752,640405331
753,640405112
753,640405025
753,640405355
753,640405307
754,640405112
755,640405307
755,640405347
756,640405315
757,640405371
757,640405395
757,640405355
757,640404963
758,640405395
759,640405315
759,640405371
760,640405380
760,640405315
760,640405348
761,640405112
761,640405331
761,640405315
761,640405399
762,640405025
762,640405058
762,640405315
762,640404963
763,640405355
763,640405085
764,640405315
764,640405307
765,640405315
766,640405323
766,640405395
767,640404963
768,640405172
769,640405348
769,640405172
769,640405323
769,640405380
770,640405371
770,640405380
771,640405331
772,640405085
773,640405395
774,640405025
774,640405339
774,640405172
774,640405389
775,640405025
775,640405331
775,640405172
776,640405315
776,640405389
777,640405331
777,640405399
778,640405307
779,640405025
779,640405058
780,640405331
780,640405347
781,640405296
781,640405307
781,640405331
781,640405315
782,640405380
783,640405331
783,640405307
783,640405348
784,640405172
785,640405296
785,640405058
786,640405371
787,640405025
787,640405058
787,640405380
787,640405172
788,640405025
788,640405323
788,640405371
788,640405347
789,640405112
789,640405395
789,640405085
789,640405371
790,640405323
791,640405339
791,640405395
791,640405348
791,640405323
792,640405112
792,640405296
792,640405315
792,640405380
793,640405315
793,640405323
794,640405296
794,640405395
795,640405112
796,640405296
796,640405323
796,640405112
797,640405307
797,640405355
798,640405025
798,640405058
798,640405371
799,640404923
800,640405339
800,640405355
801,640405296
801,640405331
801,640405339
801,640405399
802,640405331
803,640405315
803,640405307
803,640405380
804,640405371
804,640405085
804,640405355
805,640405112
805,640404963
805,640405380
806,640404963
806,640405380
806,640405085
807,640405380
808,640405323
808,640405395
809,640405307
809,640405395
809,640405389
810,640405315
810,640405380
810,640405355
811,640405112
811,640405323
811,640404963
811,640405085
812,640405112
812,640405296
812,640405058
813,640405380
814,640405315
814,640405395
814,640405389
814,640405371
815,640405380
816,640405331
816,640405380
817,640405112
817,640405395
817,640405380
818,640404963
819,640405315
819,640405085
820,640405296
820,640405348
821,640405058
821,640405315
821,640405371
822,640405347
823,640405058
824,640405355
825,640405058
825,640405355
825,640405339
826,640405331
826,640405371
826,640405085
826,640405389
827,640405395
827,640405355
828,640405323
828,640405339
828,640405380
829,640405307
830,640405296
831,640405380
832,640405172
832,640405315
832,640405380
832,640405347
833,640405331
833,640405315
833,640405355
834,640405025
834,640405331
834,640405172
835,640404963
836,640405347
837,640405112
837,640404963
837,640405347
838,640405339
838,640405307
838,640405355
839,640405112
839,640405395
839,640405172
839,640405399
840,640405371
841,640405296
841,640405331
841,640404923
842,640405371
843,640405339
844,640405315
844,640405380
845,640405112
845,640405315
845,640405347
846,640405307
847,640405323
848,640405315
848,640405347
849,640405315
849,640405355
849,640404963
849,640405371
850,640405323
851,640405331
851,640405307
851,640405380
852,640405331
852,640405323
852,640405315
853,640405331
853,640405395
854,640405307
854,640405339
854,640405172
855,640405399
856,640405307
856,640405085
857,640405112
857,640405315
858,640405339
858,640405380
858,640405399
859,640405355
860,640405307
860,640405395
860,640405399
861,640405315
861,640405172
861,640405389
861,640405371
862,640405395
863,640405307
863,640405380
863,640405371
864,640405323
864,640405395
864,640405380
864,640404963
865,640405296
865,640405307
865,640405331
865,640405323
866,640405307
866,640405371
867,640405389
868,640405399
868,640405395
868,640405380
868,640405355
869,640405085
870,640405085
871,640405339
872,640405339
872,640405347
873,640405307
873,640405323
873,640405315
874,640405307
875,640405323
875,640405395
875,640404963
876,640405348
877,640405296
877,640405307
877,640405347
878,640405307
878,640405315
879,640405307
879,640405323
880,640404923
881,640405339
881,640405315
882,640405315
882,640405331
882,640405399
883,640405315
883,640405355
884,640405380
885,640405331
885,640405307
885,640405380
886,640405331
887,640405307
887,640405331
887,640405315
888,640404963
889,640405296
889,640405315
890,640405112
890,640405355
890,640405380
891,640405172
892,640405399
893,640405296
893,640404923
893,640405085
894,640405395
894,640405347
894,640405380
894,640404963
895,640405331
896,640405323
896,640405395
896,640405315
896,640405399
897,640405348
898,640405315
899,640405025
900,640405380
900,640405315
900,640405395
900,640405355
901,640405331
901,640405371
902,640405307
902,640405371
902,640405380
903,640405307
903,640405371
904,640405058
904,640405323
904,640404963
904,640405355
905,640404963
906,640405331
907,640405323
907,640405355
907,640405331
907,640405399
908,640405296
908,640405058
908,640405307
909,640405323
909,640405371
910,640405025
910,640405058
910,640405348
911,640405380
912,640405112
912,640405025
912,640405371
912,640405085
913,640405315
913,640405172
914,640405380
915,640405323
915,640405399
916,640405339
917,640405331
917,640405307
917,640405315
918,640405331
918,640405380
919,640405296
919,640405395
920,640405395
920,640405085
920,640404963
921,640405296
921,640405331
921,640405371
922,640405371
923,640405355
923,640405380
924,640405315
925,640405315
925,640405371
925,640405380
926,640405355
926,640405389
927,640405355
928,640405307
928,640405395
928,640405380
929,640405296
929,640405025
929,640405395
929,640405355
930,640405058
931,640405380
932,640405112
932,640405380
933,640405395
934,640405315
934,640405331
934,640405380
934,640405355
935,640405355
935,640405380
936,640405339
936,640405331
936,640405355
937,640405296
937,640405315
938,640405339
938,640405371
938,640405380
939,640405380
940,640405025
940,640404963
940,640405355
941,640405355
941,640405348
942,640405058
942,640405331
942,640405323
942,640405355
943,640405058
943,640405331
943,640405172
944,640405307
944,640405371
944,640405085
945,640405296
945,640405347
946,640405296
946,640405331
946,640405348
946,640405347
947,640405112
947,640405058
947,640405172
948,640405025
948,640405315
948,640405389
949,640405355
949,640405172
949,640404963
950,640405307
950,640405331
950,640405355
951,640405058
951,640405380
952,640405058
952,640405395
952,640405389
953,640405331
953,640404963
954,640405085
955,640405315
955,640405371
955,640405355
956,640405339
957,640405296
957,640405347
957,640405085
958,640405112
959,640405307
959,640405380
960,640405355
961,640404923
961,640405347
961,640405389
962,640405331
962,640405380
963,640405307
963,640405315
963,640405331
964,640405331
965,640405025
965,640405339
966,640405058
966,640405307
966,640405331
967,640405315
967,640405380
967,640405085
968,640405112
968,640405025
968,640405315
968,640405371
969,640405315
970,640405355
970,640405347
971,640405058
971,640405315
971,640405380
971,640405371
972,640405307
972,640405331
972,640405085
973,640405331
973,640405315
974,640405025
974,640405323
974,640405172
975,640405339
975,640405355
976,640405395
976,640405371
976,640405399
977,640405348
977,640405355
977,640405380
978,640405172
978,640405380
979,640404923
980,640405112
980,640405331
980,640405315
980,640405058
981,640405339
981,640405085
981,640405389
982,640405112
982,640405025
982,640405380
983,640405112
983,640405331
984,640405296
984,640405355
984,640405172
985,640405112
986,640405315
986,640405307
986,640405058
987,640405355
987,640405395
987,640405371
988,640405296
988,640405315
988,640405371
988,640405380
989,640405339
989,640405389
989,640405399
990,640405355
991,640405296
991,640405395
991,640404923
991,640405355
992,640405296
992,640405058
992,640405339
992,640405355
993,640405355
993,640405389
994,640405025
995,640405331
995,640405307
995,640405380
996,640405395
996,640405172
997,640405323
997,640405380
998,640405395
998,640405348
999,640405112
999,640405395
999,640405085
1000,640405112
1000,640405085
1001,640405331
1002,640405399
1002,640405347
1002,640405371
1003,640405355
1004,640405323
1004,640405371
1005,640405112
1005,640405355
1005,640405380
1005,640404963
1006,640404963
1006,640405395
1006,640405347
1007,640405058
1007,640405307
1008,640405307
