customer_id,order_id,weather,order_timestamp,item_id,item_name,taste_profile,item_type
166,1618,rainy,2015-02-01 08:54:00,640405355,Small Drink,chilling,beverage
166,1618,rainy,2015-02-01 08:54:00,640405339,Large Curly Fries,savory,side
109,734,rainy,2015-02-03 07:09:24,640405399,Large Shake,sweet,beverage
109,734,rainy,2015-02-03 07:09:24,640405315,Large Fries,savory,side
169,803,cloudy,2015-02-03 07:52:54,640404963,Cheeseburger,savory,burger
77,1042,snowy,2015-02-05 02:39:09,640405380,Large Drink,chilling,beverage
77,1042,snowy,2015-02-05 02:39:09,640405339,Large Curly Fries,savory,side
77,1042,snowy,2015-02-05 02:39:09,640405323,Small Curly Fries,savory,side
77,1042,snowy,2015-02-05 02:39:09,640405371,Regular Drink,chilling,beverage
181,470,cloudy,2015-02-08 14:06:28,640405296,Small Fries,savory,side
181,470,cloudy,2015-02-08 14:06:28,640405355,Small Drink,chilling,beverage
181,470,cloudy,2015-02-08 14:06:28,640405371,Regular Drink,chilling,beverage
149,621,snowy,2015-02-08 22:47:17,640405339,Large Curly Fries,savory,side
149,621,snowy,2015-02-08 22:47:17,640405315,Large Fries,savory,side
112,536,snowy,2015-02-10 08:24:14,640405355,Small Drink,chilling,beverage
144,797,rainy,2015-02-10 14:02:39,640404963,Cheeseburger,savory,burger
144,797,rainy,2015-02-10 14:02:39,640405172,Double Bacon Cheeseburger,savory,burger
144,797,rainy,2015-02-10 14:02:39,640405380,Large Drink,chilling,beverage
14,1449,sunny,2015-02-10 16:47:39,640405348,Coffee,bitter,beverage
14,1449,sunny,2015-02-10 16:47:39,640405371,Regular Drink,chilling,beverage
188,1186,snowy,2015-02-13 06:36:13,640404963,Cheeseburger,savory,burger
188,1186,snowy,2015-02-13 06:36:13,640405331,Regular Curly Fries,savory,side
188,1186,snowy,2015-02-13 06:36:13,640405395,Regular Shake,sweet,beverage
188,1186,snowy,2015-02-13 06:36:13,640405389,Small Shake,sweet,beverage
141,702,sunny,2015-02-15 11:47:48,640404963,Cheeseburger,savory,burger
141,702,sunny,2015-02-15 11:47:48,640405331,Regular Curly Fries,savory,side
141,702,sunny,2015-02-15 11:47:48,640405025,Bacon Cheeseburger,savory,burger
24,559,cloudy,2015-02-15 13:19:25,640405315,Large Fries,savory,side
24,559,cloudy,2015-02-15 13:19:25,640405371,Regular Drink,chilling,beverage
24,559,cloudy,2015-02-15 13:19:25,640405355,Small Drink,chilling,beverage
183,1787,rainy,2015-02-15 15:31:07,640405395,Regular Shake,sweet,beverage
183,1787,rainy,2015-02-15 15:31:07,640405307,Regular Fries,savory,side
183,1787,rainy,2015-02-15 15:31:07,640405323,Small Curly Fries,savory,side
11,596,snowy,2015-02-17 09:56:40,640405058,Veggie Burger,healthy,burger
22,1502,rainy,2015-02-17 15:41:35,640405323,Small Curly Fries,savory,side
22,1502,rainy,2015-02-17 15:41:35,640405331,Regular Curly Fries,savory,side
22,1502,rainy,2015-02-17 15:41:35,640405395,Regular Shake,sweet,beverage
22,1502,rainy,2015-02-17 15:41:35,640405112,Double Cheeseburger,savory,burger
96,1652,rainy,2015-02-18 00:00:09,640405331,Regular Curly Fries,savory,side
168,641,snowy,2015-02-18 07:04:12,640405395,Regular Shake,sweet,beverage
168,641,snowy,2015-02-18 07:04:12,640405331,Regular Curly Fries,savory,side
117,1225,snowy,2015-02-19 20:20:36,640405331,Regular Curly Fries,savory,side
117,1225,snowy,2015-02-19 20:20:36,640405296,Small Fries,savory,side
117,1225,snowy,2015-02-19 20:20:36,640405315,Large Fries,savory,side
42,418,snowy,2015-02-20 08:53:30,640405315,Large Fries,savory,side
42,418,snowy,2015-02-20 08:53:30,640405389,Small Shake,sweet,beverage
103,1753,cloudy,2015-02-21 22:28:08,640405371,Regular Drink,chilling,beverage
103,1753,cloudy,2015-02-21 22:28:08,640405307,Regular Fries,savory,side
103,1753,cloudy,2015-02-21 22:28:08,640405085,Double Hamburger,savory,burger
143,1978,cloudy,2015-02-23 18:10:06,640405058,Veggie Burger,healthy,burger
143,1978,cloudy,2015-02-23 18:10:06,640405339,Large Curly Fries,savory,side
143,1978,cloudy,2015-02-23 18:10:06,640405371,Regular Drink,chilling,beverage
83,1631,sunny,2015-02-24 15:59:33,640404923,Hamburger,savory,burger
2,522,sunny,2015-02-25 00:11:01,640405348,Coffee,bitter,beverage
114,1149,sunny,2015-02-26 00:06:40,640405355,Small Drink,chilling,beverage
181,1373,sunny,2015-02-26 13:38:16,640405296,Small Fries,savory,side
181,1373,sunny,2015-02-26 13:38:16,640405339,Large Curly Fries,savory,side
1,1343,rainy,2015-02-27 12:53:49,640405307,Regular Fries,savory,side
135,498,snowy,2015-02-28 12:53:03,640405315,Large Fries,savory,side
37,1068,snowy,2015-03-01 08:09:48,640405112,Double Cheeseburger,savory,burger
37,1068,snowy,2015-03-01 08:09:48,640405339,Large Curly Fries,savory,side
37,1068,snowy,2015-03-01 08:09:48,640405307,Regular Fries,savory,side
115,813,sunny,2015-03-01 22:01:09,640405323,Small Curly Fries,savory,side
104,1704,sunny,2015-03-06 05:50:27,640405307,Regular Fries,savory,side
104,1704,sunny,2015-03-06 05:50:27,640405331,Regular Curly Fries,savory,side
104,1704,sunny,2015-03-06 05:50:27,640405355,Small Drink,chilling,beverage
116,1974,snowy,2015-03-06 12:28:33,640405025,Bacon Cheeseburger,savory,burger
116,1974,snowy,2015-03-06 12:28:33,640405371,Regular Drink,chilling,beverage
116,1974,snowy,2015-03-06 12:28:33,640405355,Small Drink,chilling,beverage
88,1479,snowy,2015-03-06 23:16:51,640405347,Onion Rings,sweet,side
104,649,rainy,2015-03-07 21:56:22,640405307,Regular Fries,savory,side
104,649,rainy,2015-03-07 21:56:22,640405085,Double Hamburger,savory,burger
150,978,sunny,2015-03-10 22:47:32,640405112,Double Cheeseburger,savory,burger
150,978,sunny,2015-03-10 22:47:32,640405355,Small Drink,chilling,beverage
162,1754,snowy,2015-03-11 00:24:35,640405371,Regular Drink,chilling,beverage
162,1754,snowy,2015-03-11 00:24:35,640405323,Small Curly Fries,savory,side
162,1754,snowy,2015-03-11 00:24:35,640405307,Regular Fries,savory,side
162,1754,snowy,2015-03-11 00:24:35,640405348,Coffee,bitter,beverage
156,497,cloudy,2015-03-12 13:50:04,640405331,Regular Curly Fries,savory,side
156,497,cloudy,2015-03-12 13:50:04,640404923,Hamburger,savory,burger
122,574,cloudy,2015-03-12 18:57:31,640405331,Regular Curly Fries,savory,side
122,574,cloudy,2015-03-12 18:57:31,640405399,Large Shake,sweet,beverage
122,574,cloudy,2015-03-12 18:57:31,640405395,Regular Shake,sweet,beverage
82,170,sunny,2015-03-13 06:55:02,640405371,Regular Drink,chilling,beverage
82,170,sunny,2015-03-13 06:55:02,640405347,Onion Rings,sweet,side
82,170,sunny,2015-03-13 06:55:02,640404963,Cheeseburger,savory,burger
82,170,sunny,2015-03-13 06:55:02,640405355,Small Drink,chilling,beverage
135,358,snowy,2015-03-13 15:04:10,640405307,Regular Fries,savory,side
135,358,snowy,2015-03-13 15:04:10,640405355,Small Drink,chilling,beverage
135,358,snowy,2015-03-13 15:04:10,640405339,Large Curly Fries,savory,side
96,63,cloudy,2015-03-13 16:30:28,640405307,Regular Fries,savory,side
167,669,rainy,2015-03-13 21:56:29,640405371,Regular Drink,chilling,beverage
167,669,rainy,2015-03-13 21:56:29,640405339,Large Curly Fries,savory,side
160,1338,snowy,2015-03-15 14:24:21,640405355,Small Drink,chilling,beverage
37,853,cloudy,2015-03-17 07:33:52,640405112,Double Cheeseburger,savory,burger
37,853,cloudy,2015-03-17 07:33:52,640405315,Large Fries,savory,side
37,853,cloudy,2015-03-17 07:33:52,640405331,Regular Curly Fries,savory,side
82,1473,sunny,2015-03-18 14:01:13,640404923,Hamburger,savory,burger
82,1473,sunny,2015-03-18 14:01:13,640405172,Double Bacon Cheeseburger,savory,burger
82,1473,sunny,2015-03-18 14:01:13,640405347,Onion Rings,sweet,side
1,1455,snowy,2015-03-18 21:17:17,640405380,Large Drink,chilling,beverage
1,1455,snowy,2015-03-18 21:17:17,640405058,Veggie Burger,healthy,burger
21,1113,rainy,2015-03-19 06:01:49,640405347,Onion Rings,sweet,side
21,1113,rainy,2015-03-19 06:01:49,640405307,Regular Fries,savory,side
21,1113,rainy,2015-03-19 06:01:49,640404923,Hamburger,savory,burger
21,1113,rainy,2015-03-19 06:01:49,640405395,Regular Shake,sweet,beverage
134,1992,sunny,2015-03-21 05:41:31,640405315,Large Fries,savory,side
134,1992,sunny,2015-03-21 05:41:31,640405371,Regular Drink,chilling,beverage
134,1992,sunny,2015-03-21 05:41:31,640405395,Regular Shake,sweet,beverage
169,1470,cloudy,2015-03-21 17:52:57,640405085,Double Hamburger,savory,burger
169,1470,cloudy,2015-03-21 17:52:57,640405296,Small Fries,savory,side
169,1470,cloudy,2015-03-21 17:52:57,640405307,Regular Fries,savory,side
160,587,snowy,2015-03-24 05:25:26,640405331,Regular Curly Fries,savory,side
198,72,rainy,2015-03-24 23:42:10,640405395,Regular Shake,sweet,beverage
198,72,rainy,2015-03-24 23:42:10,640405296,Small Fries,savory,side
198,72,rainy,2015-03-24 23:42:10,640404963,Cheeseburger,savory,burger
198,72,rainy,2015-03-24 23:42:10,640405058,Veggie Burger,healthy,burger
101,377,sunny,2015-03-25 05:19:52,640405307,Regular Fries,savory,side
101,377,sunny,2015-03-25 05:19:52,640405172,Double Bacon Cheeseburger,savory,burger
101,377,sunny,2015-03-25 05:19:52,640404923,Hamburger,savory,burger
101,377,sunny,2015-03-25 05:19:52,640405331,Regular Curly Fries,savory,side
196,1452,cloudy,2015-03-25 12:52:44,640405380,Large Drink,chilling,beverage
196,1452,cloudy,2015-03-25 12:52:44,640405371,Regular Drink,chilling,beverage
196,1452,cloudy,2015-03-25 12:52:44,640405315,Large Fries,savory,side
89,1526,sunny,2015-03-26 02:42:16,640405355,Small Drink,chilling,beverage
89,1526,sunny,2015-03-26 02:42:16,640405339,Large Curly Fries,savory,side
192,861,sunny,2015-03-26 04:45:18,640405307,Regular Fries,savory,side
200,1651,snowy,2015-03-26 11:47:31,640405323,Small Curly Fries,savory,side
123,1589,snowy,2015-03-26 18:13:10,640405339,Large Curly Fries,savory,side
123,1589,snowy,2015-03-26 18:13:10,640405347,Onion Rings,sweet,side
123,1589,snowy,2015-03-26 18:13:10,640405331,Regular Curly Fries,savory,side
46,1689,sunny,2015-03-28 22:22:27,640405355,Small Drink,chilling,beverage
112,919,cloudy,2015-04-04 05:09:22,640405058,Veggie Burger,healthy,burger
112,919,cloudy,2015-04-04 05:09:22,640405331,Regular Curly Fries,savory,side
112,919,cloudy,2015-04-04 05:09:22,640405085,Double Hamburger,savory,burger
112,919,cloudy,2015-04-04 05:09:22,640405395,Regular Shake,sweet,beverage
98,1606,cloudy,2015-04-04 11:03:35,640405331,Regular Curly Fries,savory,side
173,252,rainy,2015-04-05 02:37:29,640405339,Large Curly Fries,savory,side
173,252,rainy,2015-04-05 02:37:29,640405025,Bacon Cheeseburger,savory,burger
173,252,rainy,2015-04-05 02:37:29,640405323,Small Curly Fries,savory,side
173,252,rainy,2015-04-05 02:37:29,640405331,Regular Curly Fries,savory,side
1,1092,sunny,2015-04-06 04:16:21,640405331,Regular Curly Fries,savory,side
1,1092,sunny,2015-04-06 04:16:21,640405355,Small Drink,chilling,beverage
1,1092,sunny,2015-04-06 04:16:21,640405058,Veggie Burger,healthy,burger
1,1092,sunny,2015-04-06 04:16:21,640405315,Large Fries,savory,side
150,417,sunny,2015-04-06 06:54:17,640405348,Coffee,bitter,beverage
55,1586,rainy,2015-04-11 06:53:53,640405307,Regular Fries,savory,side
55,1586,rainy,2015-04-11 06:53:53,640405323,Small Curly Fries,savory,side
55,1586,rainy,2015-04-11 06:53:53,640405296,Small Fries,savory,side
128,130,snowy,2015-04-12 00:13:28,640405331,Regular Curly Fries,savory,side
128,130,snowy,2015-04-12 00:13:28,640405348,Coffee,bitter,beverage
128,130,snowy,2015-04-12 00:13:28,640405395,Regular Shake,sweet,beverage
128,130,snowy,2015-04-12 00:13:28,640405296,Small Fries,savory,side
182,277,rainy,2015-04-13 09:57:08,640404923,Hamburger,savory,burger
182,277,rainy,2015-04-13 09:57:08,640405355,Small Drink,chilling,beverage
182,277,rainy,2015-04-13 09:57:08,640405172,Double Bacon Cheeseburger,savory,burger
39,1895,cloudy,2015-04-13 14:44:54,640405399,Large Shake,sweet,beverage
39,1895,cloudy,2015-04-13 14:44:54,640405172,Double Bacon Cheeseburger,savory,burger
39,1895,cloudy,2015-04-13 14:44:54,640404923,Hamburger,savory,burger
160,1703,cloudy,2015-04-14 15:48:26,640405323,Small Curly Fries,savory,side
160,1703,cloudy,2015-04-14 15:48:26,640405339,Large Curly Fries,savory,side
160,1703,cloudy,2015-04-14 15:48:26,640405371,Regular Drink,chilling,beverage
160,1703,cloudy,2015-04-14 15:48:26,640405395,Regular Shake,sweet,beverage
55,1454,rainy,2015-04-14 21:18:21,640405399,Large Shake,sweet,beverage
2,1525,snowy,2015-04-15 00:31:25,640405380,Large Drink,chilling,beverage
126,1569,sunny,2015-04-15 00:34:28,640405307,Regular Fries,savory,side
106,500,rainy,2015-04-15 01:55:24,640405025,Bacon Cheeseburger,savory,burger
165,439,snowy,2015-04-15 05:50:53,640404963,Cheeseburger,savory,burger
165,439,snowy,2015-04-15 05:50:53,640405380,Large Drink,chilling,beverage
32,1490,cloudy,2015-04-15 14:55:28,640405371,Regular Drink,chilling,beverage
32,1490,cloudy,2015-04-15 14:55:28,640405058,Veggie Burger,healthy,burger
32,1490,cloudy,2015-04-15 14:55:28,640405389,Small Shake,sweet,beverage
1,914,snowy,2015-04-19 03:09:47,640405058,Veggie Burger,healthy,burger
1,914,snowy,2015-04-19 03:09:47,640405339,Large Curly Fries,savory,side
47,1907,cloudy,2015-04-19 13:45:32,640405355,Small Drink,chilling,beverage
47,1907,cloudy,2015-04-19 13:45:32,640405339,Large Curly Fries,savory,side
47,1907,cloudy,2015-04-19 13:45:32,640405323,Small Curly Fries,savory,side
60,1346,snowy,2015-04-19 21:01:26,640405323,Small Curly Fries,savory,side
97,347,rainy,2015-04-21 19:36:42,640405323,Small Curly Fries,savory,side
97,347,rainy,2015-04-21 19:36:42,640405380,Large Drink,chilling,beverage
97,347,rainy,2015-04-21 19:36:42,640405399,Large Shake,sweet,beverage
49,1037,rainy,2015-04-22 02:08:13,640405085,Double Hamburger,savory,burger
49,1037,rainy,2015-04-22 02:08:13,640405355,Small Drink,chilling,beverage
49,1037,rainy,2015-04-22 02:08:13,640405315,Large Fries,savory,side
90,419,sunny,2015-04-22 22:52:52,640405348,Coffee,bitter,beverage
90,419,sunny,2015-04-22 22:52:52,640405399,Large Shake,sweet,beverage
90,419,sunny,2015-04-22 22:52:52,640405395,Regular Shake,sweet,beverage
90,419,sunny,2015-04-22 22:52:52,640405323,Small Curly Fries,savory,side
53,226,rainy,2015-04-23 05:06:33,640405339,Large Curly Fries,savory,side
53,226,rainy,2015-04-23 05:06:33,640405347,Onion Rings,sweet,side
53,226,rainy,2015-04-23 05:06:33,640405348,Coffee,bitter,beverage
200,120,snowy,2015-04-23 10:09:18,640405296,Small Fries,savory,side
200,120,snowy,2015-04-23 10:09:18,640405315,Large Fries,savory,side
200,120,snowy,2015-04-23 10:09:18,640405085,Double Hamburger,savory,burger
30,817,sunny,2015-04-23 11:20:27,640405112,Double Cheeseburger,savory,burger
30,817,sunny,2015-04-23 11:20:27,640405348,Coffee,bitter,beverage
22,101,sunny,2015-04-24 06:42:00,640405296,Small Fries,savory,side
72,1903,cloudy,2015-04-24 06:48:30,640405355,Small Drink,chilling,beverage
72,1903,cloudy,2015-04-24 06:48:30,640405347,Onion Rings,sweet,side
72,1903,cloudy,2015-04-24 06:48:30,640405331,Regular Curly Fries,savory,side
182,1480,sunny,2015-04-26 01:40:31,640405323,Small Curly Fries,savory,side
182,1480,sunny,2015-04-26 01:40:31,640405331,Regular Curly Fries,savory,side
182,1480,sunny,2015-04-26 01:40:31,640405296,Small Fries,savory,side
6,322,rainy,2015-04-28 17:23:46,640405339,Large Curly Fries,savory,side
6,322,rainy,2015-04-28 17:23:46,640405380,Large Drink,chilling,beverage
6,322,rainy,2015-04-28 17:23:46,640405331,Regular Curly Fries,savory,side
181,1638,rainy,2015-05-02 16:45:23,640405355,Small Drink,chilling,beverage
181,1638,rainy,2015-05-02 16:45:23,640405331,Regular Curly Fries,savory,side
181,1638,rainy,2015-05-02 16:45:23,640405339,Large Curly Fries,savory,side
181,1638,rainy,2015-05-02 16:45:23,640405323,Small Curly Fries,savory,side
166,1648,rainy,2015-05-03 23:27:39,640404923,Hamburger,savory,burger
166,1648,rainy,2015-05-03 23:27:39,640405339,Large Curly Fries,savory,side
166,1648,rainy,2015-05-03 23:27:39,640405085,Double Hamburger,savory,burger
171,941,snowy,2015-05-05 10:16:44,640405025,Bacon Cheeseburger,savory,burger
171,941,snowy,2015-05-05 10:16:44,640405347,Onion Rings,sweet,side
69,1163,sunny,2015-05-05 19:24:14,640405315,Large Fries,savory,side
69,1163,sunny,2015-05-05 19:24:14,640405307,Regular Fries,savory,side
69,1163,sunny,2015-05-05 19:24:14,640405323,Small Curly Fries,savory,side
69,1163,sunny,2015-05-05 19:24:14,640405395,Regular Shake,sweet,beverage
84,1057,snowy,2015-05-05 19:55:44,640405355,Small Drink,chilling,beverage
81,1056,cloudy,2015-05-07 00:17:56,640405347,Onion Rings,sweet,side
118,1244,snowy,2015-05-07 08:19:20,640405085,Double Hamburger,savory,burger
118,1244,snowy,2015-05-07 08:19:20,640405058,Veggie Burger,healthy,burger
10,746,sunny,2015-05-10 01:40:42,640405380,Large Drink,chilling,beverage
157,875,sunny,2015-05-11 12:30:25,640405323,Small Curly Fries,savory,side
157,875,sunny,2015-05-11 12:30:25,640405371,Regular Drink,chilling,beverage
48,446,cloudy,2015-05-13 04:21:13,640405296,Small Fries,savory,side
48,446,cloudy,2015-05-13 04:21:13,640405371,Regular Drink,chilling,beverage
23,915,rainy,2015-05-13 07:44:41,640405347,Onion Rings,sweet,side
23,915,rainy,2015-05-13 07:44:41,640405172,Double Bacon Cheeseburger,savory,burger
23,915,rainy,2015-05-13 07:44:41,640404923,Hamburger,savory,burger
125,177,rainy,2015-05-13 18:05:52,640405296,Small Fries,savory,side
79,305,cloudy,2015-05-14 14:20:48,640405025,Bacon Cheeseburger,savory,burger
79,305,cloudy,2015-05-14 14:20:48,640405296,Small Fries,savory,side
79,305,cloudy,2015-05-14 14:20:48,640405331,Regular Curly Fries,savory,side
79,305,cloudy,2015-05-14 14:20:48,640405355,Small Drink,chilling,beverage
175,1904,sunny,2015-05-15 20:49:33,640405112,Double Cheeseburger,savory,burger
175,1904,sunny,2015-05-15 20:49:33,640405315,Large Fries,savory,side
175,1904,sunny,2015-05-15 20:49:33,640405296,Small Fries,savory,side
175,1904,sunny,2015-05-15 20:49:33,640405339,Large Curly Fries,savory,side
83,1107,sunny,2015-05-16 10:51:42,640405025,Bacon Cheeseburger,savory,burger
83,1107,sunny,2015-05-16 10:51:42,640405323,Small Curly Fries,savory,side
118,550,rainy,2015-05-16 11:24:30,640405296,Small Fries,savory,side
133,577,cloudy,2015-05-16 16:55:10,640405380,Large Drink,chilling,beverage
133,577,cloudy,2015-05-16 16:55:10,640405395,Regular Shake,sweet,beverage
133,577,cloudy,2015-05-16 16:55:10,640405348,Coffee,bitter,beverage
198,762,sunny,2015-05-17 13:04:09,640405347,Onion Rings,sweet,side
180,452,rainy,2015-05-18 00:12:41,640405399,Large Shake,sweet,beverage
180,452,rainy,2015-05-18 00:12:41,640405296,Small Fries,savory,side
96,1499,snowy,2015-05-20 04:11:20,640405085,Double Hamburger,savory,burger
96,1499,snowy,2015-05-20 04:11:20,640405058,Veggie Burger,healthy,burger
135,906,sunny,2015-05-21 05:00:06,640405025,Bacon Cheeseburger,savory,burger
135,906,sunny,2015-05-21 05:00:06,640405399,Large Shake,sweet,beverage
110,1245,rainy,2015-05-21 09:48:07,640405355,Small Drink,chilling,beverage
180,988,rainy,2015-05-23 17:14:12,640405380,Large Drink,chilling,beverage
142,822,rainy,2015-05-24 06:15:47,640405058,Veggie Burger,healthy,burger
142,822,rainy,2015-05-24 06:15:47,640405307,Regular Fries,savory,side
189,373,cloudy,2015-05-24 16:20:21,640405315,Large Fries,savory,side
189,373,cloudy,2015-05-24 16:20:21,640405307,Regular Fries,savory,side
189,373,cloudy,2015-05-24 16:20:21,640405058,Veggie Burger,healthy,burger
34,1905,sunny,2015-05-24 19:43:04,640405172,Double Bacon Cheeseburger,savory,burger
34,1905,sunny,2015-05-24 19:43:04,640405112,Double Cheeseburger,savory,burger
113,380,sunny,2015-05-25 18:53:02,640405307,Regular Fries,savory,side
113,380,sunny,2015-05-25 18:53:02,640405323,Small Curly Fries,savory,side
126,1926,sunny,2015-06-01 04:39:07,640405307,Regular Fries,savory,side
123,1150,rainy,2015-06-01 17:11:17,640405380,Large Drink,chilling,beverage
123,1150,rainy,2015-06-01 17:11:17,640405085,Double Hamburger,savory,burger
123,1150,rainy,2015-06-01 17:11:17,640405323,Small Curly Fries,savory,side
97,544,sunny,2015-06-02 02:26:41,640405347,Onion Rings,sweet,side
97,544,sunny,2015-06-02 02:26:41,640405307,Regular Fries,savory,side
97,544,sunny,2015-06-02 02:26:41,640405371,Regular Drink,chilling,beverage
72,189,rainy,2015-06-02 14:54:06,640405058,Veggie Burger,healthy,burger
72,189,rainy,2015-06-02 14:54:06,640405355,Small Drink,chilling,beverage
6,1615,cloudy,2015-06-03 05:49:09,640405339,Large Curly Fries,savory,side
6,1615,cloudy,2015-06-03 05:49:09,640405371,Regular Drink,chilling,beverage
37,1621,cloudy,2015-06-03 10:22:16,640405380,Large Drink,chilling,beverage
37,1621,cloudy,2015-06-03 10:22:16,640405085,Double Hamburger,savory,burger
37,1621,cloudy,2015-06-03 10:22:16,640405389,Small Shake,sweet,beverage
31,1311,rainy,2015-06-04 08:55:53,640405058,Veggie Burger,healthy,burger
31,1311,rainy,2015-06-04 08:55:53,640405355,Small Drink,chilling,beverage
31,1311,rainy,2015-06-04 08:55:53,640405380,Large Drink,chilling,beverage
108,481,cloudy,2015-06-05 05:27:57,640405331,Regular Curly Fries,savory,side
108,481,cloudy,2015-06-05 05:27:57,640405307,Regular Fries,savory,side
