customer_id,opt_in,birthday,gender,order_id,weather,order_timestamp,item_id,item_name,item_description,item_image,price,taste_profile,item_type,customization_id,customization
9,True,2004-08-26,female,1062,sunny,2016-05-14 09:04:55,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,9,no mustard
98,True,2000-09-16,male,1057,rainy,2017-12-09 04:37:10,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,39,no lettuce
6,True,2000-06-24,female,321,sunny,2015-10-14 23:43:02,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,33,no pickles
77,True,1991-05-20,other,265,rainy,2015-08-21 09:15:04,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,2,no mustard
150,True,1994-03-07,female,178,snowy,2019-12-13 12:45:10,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,10,no mayonnaise
140,True,1996-11-08,male,271,cloudy,2019-11-22 03:59:36,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,30,no mustard
93,True,1994-01-08,female,1916,cloudy,2016-07-10 10:36:42,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,17,no mayonnaise
141,True,1991-11-18,male,1758,snowy,2016-04-10 04:12:52,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,35,no tomatoes
130,True,2002-12-13,male,534,snowy,2017-02-16 08:50:09,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,24,no mayonnaise
44,True,1995-01-15,other,1804,rainy,2018-06-20 14:09:20,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,28,no tomatoes
10,True,1998-09-12,female,1778,sunny,2019-11-08 15:00:07,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,14,no tomatoes
140,True,1996-11-08,male,1567,sunny,2017-12-26 17:10:10,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,46,no mayonnaise
150,True,1994-03-07,female,638,rainy,2017-05-10 17:21:05,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,28,no tomatoes
19,True,1992-06-07,female,1035,cloudy,2017-11-26 20:13:52,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,28,no tomatoes
182,True,2005-11-18,male,431,rainy,2015-09-21 13:03:31,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,33,no pickles
152,True,1999-11-14,male,482,sunny,2018-10-17 02:28:42,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,46,no mayonnaise
97,True,2002-04-22,female,1184,sunny,2020-04-27 12:18:09,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,14,no tomatoes
124,True,1999-04-02,male,1979,sunny,2019-09-14 07:07:49,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,6,no onions
60,True,1992-12-01,female,726,sunny,2016-11-08 05:57:42,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,32,no lettuce
22,True,2002-05-10,female,1132,snowy,2016-06-09 22:10:25,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,19,no pickles
144,True,1999-04-21,male,1625,rainy,2020-02-27 23:40:39,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,27,no onions
161,True,1996-07-19,male,1177,sunny,2017-07-16 22:46:22,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,3,no mayonnaise
148,True,1997-03-03,female,219,rainy,2020-11-11 05:56:53,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,29,no ketchup
60,True,1992-12-01,female,237,sunny,2016-11-18 21:29:26,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,6,no onions
137,True,1994-02-10,female,1204,cloudy,2019-07-25 01:26:38,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,45,no mustard
151,True,2004-04-19,male,1228,snowy,2018-09-08 03:13:12,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,50,no tomatoes
25,True,2004-10-15,male,1457,rainy,2020-04-08 08:12:26,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,18,no lettuce
106,True,1998-05-11,female,1397,cloudy,2016-12-22 02:41:45,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,18,no lettuce
50,True,1997-11-27,female,1744,sunny,2019-11-16 02:45:24,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,28,no tomatoes
153,True,1997-10-09,female,958,snowy,2015-05-26 03:27:51,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,37,no mustard
19,True,1992-06-07,female,1035,cloudy,2017-11-26 20:13:52,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,23,no mustard
13,True,2001-12-12,female,1590,sunny,2019-03-06 12:57:02,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,18,no lettuce
92,True,1992-01-24,female,42,sunny,2017-09-24 02:35:00,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,21,no tomatoes
119,True,1997-09-06,male,1171,rainy,2020-10-19 16:15:19,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,46,no mayonnaise
7,True,1992-02-28,male,437,snowy,2020-09-23 11:05:04,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,46,no mayonnaise
119,True,1997-09-06,male,1992,snowy,2019-04-09 07:23:32,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,32,no lettuce
166,True,2001-10-04,female,260,sunny,2020-04-18 05:55:12,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,22,no ketchup
59,True,1991-01-05,male,1262,rainy,2017-04-22 16:16:25,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,11,no lettuce
77,True,1991-05-20,other,265,rainy,2015-08-21 09:15:04,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,1,no ketchup
94,True,1997-02-11,female,1453,snowy,2017-07-26 21:59:33,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,11,no lettuce
140,True,1996-11-08,male,806,sunny,2015-04-16 14:59:30,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,31,no mayonnaise
66,True,2003-02-17,male,574,cloudy,2019-08-28 14:48:00,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,49,no onions
60,True,1992-12-01,female,237,sunny,2016-11-18 21:29:26,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,1,no ketchup
161,True,1996-07-19,male,1177,sunny,2017-07-16 22:46:22,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,7,no tomatoes
162,True,2002-11-10,female,1662,sunny,2018-02-17 00:18:12,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,42,no tomatoes
20,True,2002-12-06,male,451,rainy,2015-11-04 18:49:35,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,14,no tomatoes
57,True,1993-11-28,male,1556,cloudy,2020-01-07 10:27:12,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,30,no mustard
146,True,2003-10-01,female,121,cloudy,2016-10-01 14:34:08,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,44,no ketchup
191,True,2002-05-18,female,472,cloudy,2019-01-24 16:54:08,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,3,no mayonnaise
125,True,2005-07-27,female,568,sunny,2019-12-13 20:57:40,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,7,no tomatoes
100,True,1996-05-22,other,470,snowy,2017-04-26 01:42:13,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,49,no onions
120,True,1996-09-03,male,1553,sunny,2019-10-11 16:25:15,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,48,no pickles
50,True,1997-11-27,female,1744,sunny,2019-11-16 02:45:24,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,23,no mustard
30,True,1998-12-06,female,336,rainy,2018-07-14 03:20:03,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,49,no onions
165,True,2000-06-27,female,1136,sunny,2015-06-26 16:54:26,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,29,no ketchup
181,True,2004-12-03,male,1540,cloudy,2015-04-18 18:16:20,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,27,no onions
155,True,1995-10-20,female,1508,cloudy,2017-11-13 16:50:48,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,26,no pickles
129,True,2002-09-16,female,1972,rainy,2015-07-27 13:21:45,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,6,no onions
46,True,1990-11-18,female,1909,rainy,2016-07-04 22:03:39,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,19,no pickles
7,True,1992-02-28,male,539,cloudy,2019-12-11 07:56:37,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,37,no mustard
155,True,1995-10-20,female,1055,sunny,2017-02-24 00:44:44,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,50,no tomatoes
104,True,2002-05-20,male,1646,sunny,2016-07-28 09:29:16,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,37,no mustard
11,True,1990-11-21,male,547,sunny,2018-05-07 20:28:14,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,13,no onions
59,True,1991-01-05,male,612,rainy,2019-08-09 09:11:01,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,32,no lettuce
72,True,1993-01-22,other,1437,cloudy,2016-12-22 14:56:08,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,13,no onions
149,True,2003-09-12,female,1244,sunny,2015-03-01 19:53:57,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,48,no pickles
145,True,2003-10-06,female,1339,sunny,2020-09-12 23:53:15,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,15,no ketchup
167,True,2003-03-12,female,338,rainy,2016-08-01 18:39:11,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,7,no tomatoes
85,True,1996-03-26,male,30,snowy,2016-07-22 14:02:38,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,27,no onions
140,True,1996-11-08,male,1567,sunny,2017-12-26 17:10:10,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,49,no onions
184,True,1999-02-26,male,1219,rainy,2018-06-05 16:20:00,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,17,no mayonnaise
122,True,1993-03-05,male,1626,sunny,2016-05-04 05:44:36,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,17,no mayonnaise
44,True,1995-01-15,other,1327,snowy,2020-12-06 13:07:49,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,45,no mustard
155,True,1995-10-20,female,1055,sunny,2017-02-24 00:44:44,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,45,no mustard
177,True,2000-01-12,female,1980,cloudy,2018-09-15 10:57:18,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,23,no mustard
129,True,2002-09-16,female,544,snowy,2017-12-24 03:28:54,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,19,no pickles
185,True,1990-05-01,female,141,cloudy,2020-07-28 00:20:51,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,5,no pickles
15,True,1992-02-10,female,1074,cloudy,2020-04-23 14:21:02,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,27,no onions
4,True,1991-04-28,female,110,snowy,2020-07-12 07:59:06,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,7,no tomatoes
171,True,1999-10-09,male,1601,rainy,2019-09-16 09:39:36,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,17,no mayonnaise
14,True,2004-11-19,other,578,rainy,2015-11-13 18:34:04,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,37,no mustard
50,True,1997-11-27,female,1744,sunny,2019-11-16 02:45:24,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,22,no ketchup
95,True,2004-02-22,other,606,snowy,2015-09-25 00:30:13,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,25,no lettuce
135,True,1991-02-07,male,51,sunny,2020-03-12 22:07:23,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,28,no tomatoes
146,True,2003-10-01,female,850,sunny,2017-12-11 12:38:03,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,9,no mustard
14,True,2004-11-19,other,865,rainy,2020-06-25 03:44:03,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,40,no pickles
126,True,1999-11-14,male,697,snowy,2015-07-02 16:25:17,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,39,no lettuce
78,True,1990-09-16,male,400,sunny,2015-04-01 05:07:25,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,10,no mayonnaise
44,True,1995-01-15,other,1327,snowy,2020-12-06 13:07:49,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,49,no onions
95,True,2004-02-22,other,999,rainy,2019-07-01 20:11:52,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,21,no tomatoes
90,True,1993-12-19,male,978,rainy,2019-05-20 22:36:38,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,38,no mayonnaise
144,True,1999-04-21,male,1625,rainy,2020-02-27 23:40:39,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,25,no lettuce
161,True,1996-07-19,male,1177,sunny,2017-07-16 22:46:22,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,1,no ketchup
167,True,2003-03-12,female,283,snowy,2019-07-15 01:45:35,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,40,no pickles
16,True,1993-04-25,male,159,snowy,2020-05-18 01:06:20,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,1,no ketchup
149,True,2003-09-12,female,1803,snowy,2019-12-05 14:18:01,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,40,no pickles
62,True,1990-03-03,male,698,sunny,2015-09-20 20:04:15,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,41,no onions
9,True,2004-08-26,female,254,rainy,2016-08-06 04:00:43,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,47,no lettuce
157,True,1990-08-06,female,1559,snowy,2020-06-24 20:43:49,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,18,no lettuce
3,True,2000-11-06,female,852,cloudy,2020-06-27 18:56:28,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,15,no ketchup
122,True,1993-03-05,male,1626,sunny,2016-05-04 05:44:36,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,16,no mustard
153,True,1997-10-09,female,958,snowy,2015-05-26 03:27:51,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,43,no bacon
159,True,1993-06-07,female,822,snowy,2017-07-13 22:30:34,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,13,no onions
185,True,1990-05-01,female,857,cloudy,2016-03-22 09:33:13,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,34,no onions
65,True,1992-06-11,male,624,cloudy,2020-04-24 14:04:26,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,19,no pickles
23,True,1996-12-14,other,1441,sunny,2020-01-12 18:25:30,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,36,no ketchup
156,True,1992-10-24,male,507,sunny,2019-12-18 19:15:21,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,6,no onions
156,True,1992-10-24,male,1192,cloudy,2017-06-10 14:34:38,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,24,no mayonnaise
149,True,2003-09-12,female,1493,sunny,2015-10-17 18:52:55,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,12,no pickles
81,True,2001-02-20,female,1265,sunny,2019-08-18 19:04:41,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,35,no tomatoes
21,True,2002-08-11,female,1580,rainy,2018-10-09 11:00:31,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,42,no tomatoes
191,True,2002-05-18,female,1310,rainy,2018-08-23 18:41:57,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,14,no tomatoes
191,True,2002-05-18,female,1475,rainy,2018-06-02 18:04:55,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,33,no pickles
122,True,1993-03-05,male,1812,rainy,2018-11-27 03:00:49,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,26,no pickles
